
2019-02-04 14:31:44 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'zohooauth'
2019-02-04 14:31:44 SEVERE: Deleting  oauthtokens failed: () 
2019-02-04 14:31:44 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'zohooauth'
2019-02-04 14:31:44 SEVERE: OAuth token insertion failed: () 
2019-02-04 14:38:26 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'zohooauth'
2019-02-04 14:38:26 SEVERE: Deleting  oauthtokens failed: () 
2019-02-04 14:38:26 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'zohooauth'
2019-02-04 14:38:26 SEVERE: OAuth token insertion failed: () 
2019-02-04 14:41:14 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'HAHAzohooauth'
2019-02-04 14:41:14 SEVERE: Deleting  oauthtokens failed: () 
2019-02-04 14:41:14 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'HAHAzohooauth'
2019-02-04 14:41:14 SEVERE: OAuth token insertion failed: () 
2019-07-17 08:05:04 INFO: Access Token has expired. Hence refreshing.
2019-07-17 09:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-17 10:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-17 11:15:02 INFO: Access Token has expired. Hence refreshing.
2019-07-17 11:15:02 INFO: Access Token has expired. Hence refreshing.
2019-07-17 12:15:03 INFO: Access Token has expired. Hence refreshing.
2019-07-17 13:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-17 14:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-17 15:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-17 16:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-17 17:36:11 INFO: Access Token has expired. Hence refreshing.
2019-07-17 18:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-17 19:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-17 20:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-17 21:45:02 INFO: Access Token has expired. Hence refreshing.
2019-07-17 22:45:03 INFO: Access Token has expired. Hence refreshing.
2019-07-17 23:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-18 00:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-18 01:55:02 INFO: Access Token has expired. Hence refreshing.
2019-07-18 02:55:03 INFO: Access Token has expired. Hence refreshing.
2019-07-18 03:55:04 INFO: Access Token has expired. Hence refreshing.
2019-07-18 05:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-18 06:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-18 07:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-18 08:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-18 09:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-18 10:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-18 11:30:02 INFO: Access Token has expired. Hence refreshing.
2019-07-18 12:32:22 INFO: Access Token has expired. Hence refreshing.
2019-07-18 13:32:51 INFO: Access Token has expired. Hence refreshing.
2019-07-18 14:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-18 15:38:17 INFO: Access Token has expired. Hence refreshing.
2019-07-18 16:39:33 INFO: Access Token has expired. Hence refreshing.
2019-07-18 17:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-18 18:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-18 19:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-18 20:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-18 21:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-18 23:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-19 00:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-19 01:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-19 02:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-19 03:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-19 04:20:02 INFO: Access Token has expired. Hence refreshing.
2019-07-19 05:20:03 INFO: Access Token has expired. Hence refreshing.
2019-07-19 06:20:04 INFO: Access Token has expired. Hence refreshing.
2019-07-19 07:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-19 08:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-19 09:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-19 10:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-19 11:40:13 INFO: Access Token has expired. Hence refreshing.
2019-07-19 12:40:14 INFO: Access Token has expired. Hence refreshing.
2019-07-19 13:40:50 INFO: Access Token has expired. Hence refreshing.
2019-07-19 14:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-19 15:45:02 INFO: Access Token has expired. Hence refreshing.
2019-07-19 16:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-19 17:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-19 18:55:02 INFO: Access Token has expired. Hence refreshing.
2019-07-19 19:55:02 INFO: Access Token has expired. Hence refreshing.
2019-07-19 20:55:03 INFO: Access Token has expired. Hence refreshing.
2019-07-19 21:55:04 INFO: Access Token has expired. Hence refreshing.
2019-07-19 23:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-20 00:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-20 01:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-20 02:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-20 03:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-20 04:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-20 05:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-20 06:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-20 07:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-20 08:40:02 INFO: Access Token has expired. Hence refreshing.
2019-07-20 09:40:03 INFO: Access Token has expired. Hence refreshing.
2019-07-20 10:40:04 INFO: Access Token has expired. Hence refreshing.
2019-07-20 11:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-20 12:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-20 13:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-20 15:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-20 16:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-20 17:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-20 18:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-20 19:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-20 20:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-20 21:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-20 22:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-20 23:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-21 00:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-21 01:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-21 02:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-21 04:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-21 05:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-21 06:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-21 07:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-21 08:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-21 09:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-21 10:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-21 11:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-21 12:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-21 13:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-21 14:45:02 INFO: Access Token has expired. Hence refreshing.
2019-07-21 15:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-21 16:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-21 18:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-21 19:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-21 20:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-21 21:10:02 INFO: Access Token has expired. Hence refreshing.
2019-07-21 22:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-21 23:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-22 00:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-22 01:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-22 02:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-22 03:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-22 04:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-22 05:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-22 06:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-22 07:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-22 09:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-22 10:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-22 11:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-22 12:09:58 INFO: Access Token has expired. Hence refreshing.
2019-07-22 13:10:02 INFO: Access Token has expired. Hence refreshing.
2019-07-22 14:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-22 15:19:23 INFO: Access Token has expired. Hence refreshing.
2019-07-22 16:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-22 17:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-22 18:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-22 19:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-22 20:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-22 21:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-22 22:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-22 23:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-23 00:55:02 INFO: Access Token has expired. Hence refreshing.
2019-07-23 02:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-23 03:00:02 INFO: Access Token has expired. Hence refreshing.
2019-07-23 04:00:03 INFO: Access Token has expired. Hence refreshing.
2019-07-23 05:00:04 INFO: Access Token has expired. Hence refreshing.
2019-07-23 06:00:05 INFO: Access Token has expired. Hence refreshing.
2019-07-23 07:00:06 INFO: Access Token has expired. Hence refreshing.
2019-07-23 08:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-23 09:05:02 INFO: Access Token has expired. Hence refreshing.
2019-07-23 10:05:03 INFO: Access Token has expired. Hence refreshing.
2019-07-23 11:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-23 12:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-23 13:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-23 14:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-23 15:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-23 16:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-23 17:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-23 18:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-23 19:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-23 20:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-23 22:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-23 23:05:02 INFO: Access Token has expired. Hence refreshing.
2019-07-24 00:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-24 01:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-24 02:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-24 03:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-24 04:25:02 INFO: Access Token has expired. Hence refreshing.
2019-07-24 05:25:03 INFO: Access Token has expired. Hence refreshing.
2019-07-24 06:25:04 INFO: Access Token has expired. Hence refreshing.
2019-07-24 07:25:04 INFO: Access Token has expired. Hence refreshing.
2019-07-24 08:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-24 09:33:26 INFO: Access Token has expired. Hence refreshing.
2019-07-24 10:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-24 11:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-24 12:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-24 13:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-24 14:50:02 INFO: Access Token has expired. Hence refreshing.
2019-07-24 15:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-24 16:55:02 INFO: Access Token has expired. Hence refreshing.
2019-07-24 18:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-24 19:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-24 20:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-24 21:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-24 22:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-24 23:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-25 00:25:02 INFO: Access Token has expired. Hence refreshing.
2019-07-25 01:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-25 02:32:57 INFO: Access Token has expired. Hence refreshing.
2019-07-25 03:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-25 04:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-25 05:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-25 06:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-25 07:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-25 08:50:02 INFO: Access Token has expired. Hence refreshing.
2019-07-25 09:50:03 INFO: Access Token has expired. Hence refreshing.
2019-07-25 10:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-25 11:58:52 INFO: Access Token has expired. Hence refreshing.
2019-07-25 13:00:03 INFO: Access Token has expired. Hence refreshing.
2019-07-25 14:00:03 INFO: Access Token has expired. Hence refreshing.
2019-07-25 15:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-25 16:05:03 INFO: Access Token has expired. Hence refreshing.
2019-07-25 17:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-25 18:10:02 INFO: Access Token has expired. Hence refreshing.
2019-07-25 19:10:03 INFO: Access Token has expired. Hence refreshing.
2019-07-25 20:15:06 INFO: Access Token has expired. Hence refreshing.
2019-07-25 21:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-25 22:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-25 23:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-26 00:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-26 01:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-26 02:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-26 03:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-26 04:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-26 06:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-26 07:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-26 08:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-26 09:12:02 INFO: Access Token has expired. Hence refreshing.
2019-07-26 10:12:04 INFO: Access Token has expired. Hence refreshing.
2019-07-26 11:12:49 INFO: Access Token has expired. Hence refreshing.
2019-07-26 12:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-26 13:15:02 INFO: Access Token has expired. Hence refreshing.
2019-07-26 14:15:05 INFO: Access Token has expired. Hence refreshing.
2019-07-26 15:19:43 INFO: Access Token has expired. Hence refreshing.
2019-07-26 16:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-26 17:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-26 18:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-26 19:35:02 INFO: Access Token has expired. Hence refreshing.
2019-07-26 20:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-26 21:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-26 22:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-26 23:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-27 00:55:02 INFO: Access Token has expired. Hence refreshing.
2019-07-27 02:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-27 03:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-27 04:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-27 05:10:02 INFO: Access Token has expired. Hence refreshing.
2019-07-27 06:10:03 INFO: Access Token has expired. Hence refreshing.
2019-07-27 07:10:04 INFO: Access Token has expired. Hence refreshing.
2019-07-27 08:10:04 INFO: Access Token has expired. Hence refreshing.
2019-07-27 09:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-27 10:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-27 11:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-27 12:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-27 13:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-27 14:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-27 15:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-27 16:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-27 17:50:02 INFO: Access Token has expired. Hence refreshing.
2019-07-27 18:50:03 INFO: Access Token has expired. Hence refreshing.
2019-07-27 19:50:04 INFO: Access Token has expired. Hence refreshing.
2019-07-27 20:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-27 22:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-27 23:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-28 00:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-28 01:10:02 INFO: Access Token has expired. Hence refreshing.
2019-07-28 02:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-28 03:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-28 04:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-28 05:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-28 06:30:01 INFO: Access Token has expired. Hence refreshing.
